,id,eqn
2115,1805.09965,"
\mathbb{V}^{k+1}-\mathbb{V}^k\leq -\frac{\alpha}{2}\left\|\nabla{\cal L}(\bbtheta^k)\right\|^2.
"
2116,1805.09965,"
	\sum_{k=1}^K \left\|\nabla{\cal L}(\bbtheta^k)\right\|^2\leq \frac{2}{\alpha} \mathbb{V}^1=\frac{2}{\alpha} ({\cal L}(\bbtheta^1)-{\cal L}(\bbtheta^*))=\frac{2 L}{1-\sum_{d=1}^D\xi_d} ({\cal L}(\bbtheta^1)-{\cal L}(\bbtheta^*))
"
2117,1805.09965,"
\min_{k=1,\cdots,K}	\left\|\nabla{\cal L}(\bbtheta^k)\right\|^2\leq \frac{2 L}{(1-\sum_{d=1}^D\xi_d)K} ({\cal L}(\bbtheta^1)-{\cal L}(\bbtheta^*))
"
2118,1805.09965,"
\min_{k=1,\cdots,K}\left\|\nabla{\cal L}(\bbtheta^k)\right\|^2\leq \frac{2 L}{K} ({\cal L}(\bbtheta^1)-{\cal L}(\bbtheta^*)).
"
2119,1805.09965,"\label{sm-lpconts3}
%	\mathbf{X}\mathbf{X}^{\top}=\mathbf{I}~~~{\rm so~that}~~~L=L_1=\ldots=L_9=1.
%"
2120,1803.00404,"\label{eq:1}
 \min_{\mathbf r} \| \mathbf r \|_2 \quad \mathrm{s.t.}\, f (\mathbf x + \Delta_\mathbf{x}^{(i)}) +  \nabla f (\mathbf x + \Delta_\mathbf{x}^{(i)})^T \mathbf r=0,
"
2121,1803.00404,"\label{eq:2}
 \mathbf r^{(i)} = -\frac{f (\mathbf x + \Delta_\mathbf{x}^{(i)})}{\|\nabla f(\mathbf x + \Delta_\mathbf{x}^{(i)})\|^2} \nabla f (\mathbf x + \Delta_x^{(i)}).
"
2122,1803.00404,"\label{eq:3}
 \min_{\mathcal W}\, \sum_k L(\mathbf y_k, f(\mathbf x_k; \mathcal W)) + \lambda \sum_k R\left( -\frac{\|\Delta_{\mathbf x_k} \|_p}{\|\mathbf x_k\|_p}\right),
"
2123,1803.00404,"\label{eq:4}
 f(\mathbf x_k; \mathcal W) = \mathbf w_1^Th(\mathbf W_0^T\mathbf x_k + \mathbf b_0 ) + b_1,
"
2124,1803.00404,"\label{eq:5}
 \nabla f(\mathbf x_k; \mathcal W) =\mathbf W_0 (\mathbf 1_{>0}(\mathbf a_k) \otimes \mathbf w_1),
"
2125,1803.00404,"\label{eq:6}
 \lambda\sum_{k\in \mathcal T} R\left(-c\frac{\|\Delta_{\mathbf x_k} \|_p}{\|\mathbf x_k\|_p}\right) +\lambda \sum_{k\in \mathcal F} R\left(d\frac{\|\Delta_{\mathbf x_k} \|_p}{\|\mathbf x_k\|_p}\right),
"
2126,1803.00404,"\label{eq:7}
 \rho_2:=\frac{1}{|\mathcal{D}|}\sum_{k\in \mathcal D}\frac{\| \Delta_{\mathbf x_k}\|_2}{\| \mathbf x_k \|_2},
"
2127,1803.00404,"\label{eq:8}
%\rho_\infty:=\frac{1}{|\mathcal{D}|}\sum_{k\in \mathcal D}\frac{\| \Delta_{\mathbf x_k}\|_\infty}{\| \mathbf x_k \|_\infty}.
%"
2128,1803.00404,"\label{eq:9}
%\Delta_{\mathbf x_k}=\epsilon{\rm sign \,}\left(\nabla_{\mathbf x_k}L(\mathbf y_k, f(\mathbf x_k; \mathcal W))\right),
%"
2129,1805.11770,"
% d(\mathbf{x}, \mathbf{x}_0) = \norm{\mathbf{x} - \mathbf{x}_0}^2_2
% "
2130,1805.11770,"\label{eqs_targeted_loss}
% \begin{aligned}
% l(\mathbf{x},&\  M(F))= \\ 
% & \max[\ M_{c_0}(F(\mathbf{x})) - \max_{i\neq c_0}{M_i(F(\mathbf{x}))} + \kappa, 0\ ]
% \end{aligned}
% "
2131,1805.11770,"\label{eqs_untargeted_loss}
% \begin{aligned}
% l(\mathbf{x},&\  M(F))= \\ 
% & \max[\ \max_{i\neq c_t}{M_i(F(\mathbf{x}))} - M_{c_t}(F(\mathbf{x})) + \kappa, 0\ ]
% \end{aligned}
% "
2132,1805.11770,"\label{eqs_approximate_gradient}
% \begin{aligned}
% & g_i \coloneqq \frac{\partial L(\mathbf{x}, M(F))}{\partial \mathbf{x}_i}\approx \\
% & \ \ \ \ \ \ \ \  \frac{L(\mathbf{x} + \delta\mathbf{e}_i , M(F)) - L(\mathbf{x} - \delta\mathbf{e}_i , M(F))}{\delta}
% \end{aligned}
% "
2133,1805.11770,"\label{eqs_attack_reduced_space_optimization_problem}
% \begin{aligned}
% & \underset{\mathbf{\Delta\mathbf{y}}}{\text{minimize}}\ \  \norm{\mathcal{T}(\Delta\mathbf{y})}^2_2 + \lambda \cdot l(\mathcal{T}(\Delta\mathbf{y})+\mathbf{x}_0, M(F))\\
% & \text{subject to}\ \ \ \mathbf{x}_0 + \mathcal{T}(\Delta\mathbf{y}) \in [0, 1]^p\\
% \end{aligned}
% "
2134,1805.11770,"\label{eqs_reduced_space_approximate_gradient}
% \begin{aligned}
% & g_i \coloneqq \frac{\partial L(\mathcal{T}(\Delta\mathbf{y}) + \mathbf{x}_0, M(F))}{\partial \mathbf{x}_i}\\
% & \ \ \ \ \approx L(\mathcal{T}(\Delta\mathbf{y}+\delta\mathbf{e}_i)+\mathbf{x}_0, M(F))/\delta \ -\\
% & \ \ \ \ \ \ \ \ \ L(\mathcal{T}(\Delta\mathbf{y}-\delta\mathbf{e}_i)+\mathbf{x}_0, M(F))/\delta
% \end{aligned}
% "
2135,1805.11770,"\label{eqs_reduced_space_approximate_gradient_rand_perturb}
% \begin{aligned}
% & \mathbf{g} \coloneqq \nabla L(\mathcal{T}(\Delta\mathbf{y}) + \mathbf{x}_0, M(F))\\
% & \ \ \ \approx [L(\mathcal{T}(\Delta\mathbf{y}+\delta\mathbf{r})+\mathbf{x}_0, M(F))/\delta \ -\\
% & \ \ \ \ \ \ \ \ L(\mathcal{T}(\Delta\mathbf{y})+\mathbf{x}_0, M(F))/\delta] \cdot \mathbf{r}
% \end{aligned}
% "
2136,1805.11730,"
\label{eq:early}
p = h([\bm{v}_1, .., \bm{v}_m]),
"
2137,1805.11730,"
\label{eq:late}
p = F(h_1(\bm{v}_1), ..., h_m(\bm{v}_m))
"
2138,1805.11730,"
\label{eq:add1}
\bm{u} = \sum_m f_m(\bm{v}_m)
"
2139,1805.11730,"
\label{eq:add2}
\bm{u} = [f_1(\bm{v}_1), .., f_1(\bm{v}_m)]
"
2140,1805.11730,"
\label{eq:add_output}
p = g(\bm{u}) \quad where \quad g: \mathbb{R}^{d}\rightarrow \mathbb{R}^{K}
"
2141,1805.11730,"
\label{eq:ce}
L_{ce} = \ell^y_{ce},  \qquad \ell^y_{ce} = - \sum_{i=1}^M \log p_i ^y
"
2142,1805.11730,"
\label{eq:ce_test}
\hat{y} = arg\min_y \ell^y_{ce}.
"
2143,1805.11730,"
\label{eq:scale}
%q_i = (1-p_i)^{\alpha} [\prod_{j\neq i} (1-p_j) ]^{\beta/(M-1)}
q_i = [\prod_{j\neq i} (1-p_j) ]^{\beta/(M-1)}
"
2144,1805.11730,"
\label{eq:mul}
L_{mul} =  \ell^y_{mul}, \qquad  \ell^y_{mul} = -  \sum_{i=1}^M q^y_i  \log p^y_i.
"
2145,1805.11730,"
\label{eq:mulp}
L = \ell^y (1 - \prod_{\forall y' \neq y}1(\ell_{mul}^y + \delta  < \ell_{mul}^{y'}) ),
"
2146,1805.11730,"
\label{eq:comb_m}
\bm{u}_c = \sum_{k \in M_c; M_c \subset \{1,2,..,M\}} f(\bm{v}_k)
"
2147,1805.11730,"
\label{eq:comp_m}
p_c = g_c(\bm{u}_c),
"
2148,1805.11730,"
% \label{eq:addmul}
% \ell^y_{addmul} = -  \sum_{c=1}^{|M_c|} q^y_c  \log p^y_c
% "
2149,1805.11730,"
\label{eq:addmul}
\ell^y = -  \sum_{c=1}^{|M_c|} q^y_c  \log p^y_c
"
2150,1805.11730,"
%\label{eq:comb_p}
%\ell = -\log p = -\sum_s [\prod_{l\neq s} (1-p_s)]^{\gamma/(S-1)} \log p_s
%"
2151,1711.04322,"
\label{Eq:classification}
 \underset{\pmb{\theta}}{\argmin}
 \frac{1}{n}\sum_{i=1}^{n}\mathop{\mathcal{L}}(l_i,\mathbb{F}(\mathbf{X}_i)),
"
2152,1711.04322,"
\label{PCA}
f(\boldsymbol{x})=\boldsymbol{x}\boldsymbol{W}+\boldsymbol{b}.
"
2153,1711.04322,"
I_{h}^{(x,y)}=\frac{I^{(x,y)}}{I_{l}^{(x,y)}+\varepsilon},
"
2154,1711.04322,"
\mathbf{w}_{conv1}=\mathbf{W}_{conv1}  \times \begin{bmatrix}
0.2989\\ 0.5870
\\ 0.1140
\end{bmatrix},
"
2155,1711.04322,"
\mathbf{y}= \sigma_{r} \circ f,
"
2156,1805.11718,"
%    \label{eq:forward}
%   F(x) = y ,\quad x \in \mathcal{D}(F) ,\ y \in Y,
%"
2157,1805.11718,"
%   \label{eq:forward}
%  y = F(x),\quad \ y \in Y, x \in \mathcal{D}(F) ,
%"
2158,1805.11718,"
    \theta(\lambda) = \argmin_\theta ~ \frac{1}{J} \sum_{j = 1}^{J} \norm{\Gamma_{\theta(\lambda)}(\widetilde{\vy}_j) - \mP_{S_\lambda} \vx_j}_2^2,
"
2159,1805.11718,"
    \wh{\vx} = \wh{G}(\vy) \bydef \argmin_{\vx\in[0,1]^N} ~ \norm{\vq(\vy) - \mB^\T \vx}^2 + \lambda \varphi(\vx),
    \label{eq:final_recon}
"
2160,1805.11718,"
    \label{eq:setup}
    y(\vs_i, \vs_j) = \int_{0}^1 x(t \vs_i + (1-t)\vs_j) \, \di t, \ \forall\  \vs_i \ne \vs_j
"
2161,1805.11706,"\label{eq:discount_return}
J(\pi) \triangleq \E_{\tau\sim\pi}\left[\sum_{t=0}^{\infty}\gamma^t r(s_t,a_t)\right]
"
2162,1805.11706,"\label{eq:pol_grad}
\grad J(\polk) = \E_{\tau\sim\polk}\left[\sum_{t=0}^{\infty}\gamma^t\grad\log\polk(a_t|s_t)\advk(s_t,a_t)\right].
"
2163,1805.11706," \label{eq:approx_pol_grad}
\grad J(\polk) \approx \dfrac{1}{N} \sum_{i=1}^N \sum_{t=0}^{T-1} \grad\log\polk(a_{it}|s_{it}) \advk(s_t,a_t) \triangleq g_k
"
2164,1805.11706,"
\avKL{\pi}{\polk}=\E_{s\sim d^{\polk}}[\KL{\pi}{\polk}[s]]
"
2165,1805.11706," \label{eq:firstorder}
J(\pol)-J(\polk) \approx (\theta - \theta_k)^T \grad J(\polk) \approx (\theta - \theta_k)^T g_k 
"
2166,1805.11706," \label{eq:same-dist}
J(\pi)-J(\polk) \approx \cL_{\polk}(\pi) \triangleq \frac{1}{1-\gamma} \E_{s \sim d^{\polk}} \E_{a \sim \polk(\cdot|s)} \left[ \frac{\pi(a|s)}{\polk(a|s)}\advk(s,a) \right]
"
2167,1805.11706," \label{eq:main_loss_function}
L(\theta) = \frac{1}{N}\sum_{i=1}^m \KL{\pol}{\pi^*}[s_i]
"
2168,1805.11706,"
%L(\theta) = \E_{\tau\sim\polk} \left[ \frac{1}{N}\sum_{i=1}^m \KL{\pol}{\pi^*}[s_i] \right]
%"
2169,1805.11706,"
\label{eq:sol_decom_lag_TRPO_in_theorem}
\piltas =
	\begin{cases}
		\pilas \quad\quad s \in \Gaml  \\
		\pi^{\lambda_s} \as \quad\quad s \notin \Gaml  \\
	\end{cases}
"
2170,1805.11706,"
% \E_{a\sim\pi(\cdot|s)} [ \advk(s,a)] 
% =  \E_{a\sim\polk(\cdot|s)}\left[\frac{\pi(a|s)}{\polk(a|s)} \advk(s,a) \right]
% \label{eq:KL_identity}
% "
2171,1805.11706,"
% \pi^*(a|s)  = \frac{\polk(a|s)}{Z(s)} e^{\advk(s,a)/\lambda(s)} \label{eq:theorem1}
% "
2172,1805.11706,"
% \underset{\pi(\cdot|s), \lambda}{\text{maximize}}\quad J(\pi(\cdot|s),\lambda) = \E_{a \sim \pi(\cdot|s) } \left[ \advk(s,a) - 
% \lambda \log \frac{\pi(a|s)}{\polk(a|s)} \right]
% "
2173,1805.11706,"
\pi^*(a|s)  =  \polk(a|s) \frac{\lambda(s)}{\lambda'(s)- \advk(s,a)}
"
2174,1805.11706,"
\eta(\pi,\polk) = \underset{i=1,\ldots,m}{\text{max}} \frac{|\pi(a_i|s_i) - \polk(a_i|s_i) |}{\polk(a_i|s_i)} \label{eq:linfinity}
"
2175,1805.11706,"
% \pi^*(a|s) = 
% \begin{cases}
% (1+\epsilon) \polk(a|s) \quad &a > b_s \\
% (1-\epsilon) \polk(a|s) \quad &a < b_s \\
% z_s \quad &a=b
% \end{cases}
% "
2176,1805.11706," \label{eq:main_loss_function}
% L(\theta) = \frac{1}{N}\sum_{i=1}^m \KL{\pol}{\pi^*}[s_i]
% "
2177,1805.11706,"
% L(\theta) = \E_{\tau\sim\polk} \left[ \frac{1}{N}\sum_{i=1}^m \KL{\pol}{\pi^*}[s_i] \right]
% "
2178,1805.11706,"
% %L(\theta) = \frac{1}{m}\sum_{i=1}^m \ell\left(t_i, \frac{\pi_\theta(a_i|s_i)}{\pi_{\theta_k}(a_i|s_i)}\right)
% %"
2179,1805.11706," \label{eq:alternative_loss_function}
% L(\theta) = \frac{1}{N}\sum_{i=1}^m f(A_i) \left( \frac{\pol(a_i|s_i)}{\polk(a_i|s_i)} - t_i \right)^p
% "
2180,1805.11706,"
% \pi^*(a|s)  = \frac{\polk(a|s)}{Z(s)} e^{\advk(s,a)/\lambda(s)}  , \quad \lambda(s) > 0
% "
2181,1805.11706,"
% \pi^*(a|s)  =  \polk(a|s) \frac{\lambda(s)}{\lambda'(s)- \advk(s,a)}, \quad \lambda(s) > 0, \lambda'(s) > max_a \advk(s,a)
% "
2182,1805.11706," \label{eq:un}
%x_b \log (x_b/y_b) + e^{\lambda - 1} (\lambda -1) (1 - y_b) = \delta
%"
2183,1805.11706," \label{eq:deux}
%x_b + e^{\lambda -1} (1 - y_b) = 1
%"
2184,1805.11706,"
%[1- e^{\alpha} (1 - y_b)] \log \left[ \frac{1- e^{\alpha} (1 - y_b)}{y_b}\right] e^{\alpha} \alpha (1 - y_b)
%"
2185,1805.11706," \label{eq:clipped_targets}
% t_i = 
% \begin{cases}
% 1 + \epsilon  & \text{if } A_i \geq 0 \\
% 1 - \epsilon & \text{if } A_i < 0
% \end{cases}
% "
2186,1805.11706,"\label{eq:generalized_loss}
% \cL(\theta)=\sum_{i=1}^m L_i(\theta)
% "
2187,1805.11706,"\label{eq:generalized_loss_i}
% L_i(\theta)=\frac{f(A_i, \frac{\pol(a_i|s_i)}{\pi^*(a_i|s_i)})}{\polk(a_i|s_i)}d_i(\pi^*(\cdot|s_i),\pol(\cdot|s_i)).
% "
2188,1805.11706,"
% L_i(\theta)=\frac{|A_i|}{\pol(a_i|s_i)}\KL{\pi^*(\cdot|s_i)}{\pol(\cdot|s_i)}.
% "
2189,1805.11706,"
% L_i(\theta)=\frac{|A_i|}{\polk(a_i|s_i)}\KL{\pol(a_i|s_i)}{\pi^*(\cdot|s_i)}.
% "
2190,1805.11706,"
% L_i(\theta)=\frac{f(A_i, \frac{\pol(a_i|s_i)}{\pi^*(a_i|s_i)})}{\polk(a_i|s_i)}|\pol(\cdot|s_i)-\pi^*(\cdot|s_i)|.
% "
2191,1805.11706,"
% f(A,r)=
% \begin{cases}
% A \quad& A>0, r<1\\
% -A\quad& A<0, r>1\\
% 0\quad &\text{otherwise}
% \end{cases}
% "
2192,1805.11706,"
% \pi^*(a_i|s_i)=
% \begin{cases}
% (1+\epsilon)\polk(a_i|s_i) \quad& A_i\geq 0\\
% (1-\epsilon)\polk(a_i|s_i)\quad& A_i< 0
% \end{cases}
% "
2193,1805.11706,"
% \grad L_i(\theta)=g\left(A_i,\frac{\pol(a_i|s_i)}{\pi^*(a_i|s_i)}\right)\frac{\pol(a_i|s_i)}{\polk(a_i|s_i)}\grad\log\left(\frac{\pol(a_i|s_i)}{\pi^*(a_i|s_i)}\right)
% "
2194,1805.11706,"
% g(A,r)\triangleq f(A,r)\text{sign}(r-1)+\frac{\partial}{\partial r}f(A,r)|r-1|.
% "
2195,1805.11706," \label{eq:disagg_trpo_solve_sum_eq_1}
%\underset{a}{\sum} \pi_{\theta_k} (a|s) e^{A^{\pi_{\theta_k}} (s,a) / \lambda(s)} = Z(s) 
%"
2196,1805.11706,"
%	\underset{a}{\sum} \dfrac{\polk(a|s)}{Z(s)} e^{A^{\pi_{\theta_k}} (s,a) / \lambda(s)} \left[ \dfrac{A^{\pi_{\theta_k}} (s,a)}{\lambda(s)} - \log Z(s) \right] = \delta
%	\label{eq:disagg_trpo_solve_kl}
%"
2197,1805.12549," \label{eq:1}
{\mathbf{y}_l}_{i,j,k} = \begin{cases}
               f(\mathbf{W_p}*\mathbf{x_p})_{i,j,k},& \text{if } \mathbf{d}_{i,j,k} =\s(\mathbf{W_p}*\mathbf{x_p})_{i,j,k} = 0\\ f(\mathbf{W_p}*\mathbf{x_p}+\mathbf{W_r}*\mathbf{x_r})_{i,j,k},& \text{otherwise}\\
            \end{cases}
"
2198,1805.12549,"
\label{eq:3}
  \theta(\mathbf{x})_{i, j, k}=\begin{cases}
               1,& \text{if } \mathbf{x}_{i,j,k}\geq 0\\
               0,& \text{otherwise}\\
            \end{cases}
"
2199,1805.12549,"
 \mathbf{\widetilde{s}(\mathbf{x},\Delta)} = \theta\left({\mathbf{x} - \Delta \cdot \sqrt{\operatorname{Var}(x)}-\mathbf{E}[x]}\right)
"
2200,1805.12549,"
 \mathbf{S} (\mathbf{x},\Delta,\tau_{c}) = \theta({\sum_{j, k}s(\mathbf{x},\Delta)}-\tau_{c}\cdot w_{l+1}\cdot h_{l+1})_{i}
"
2201,1805.12549,"
\begin{split}
d\mathbf{\hat{x}_g} = -d\Delta 
= d\mathbf{y}\cdot(\mathbf{\hat{x}_p}-\mathbf{\hat{x}_r})\cdot\frac{-\epsilon\cdot e^{\epsilon(\mathbf{\hat{x}_g}-\Delta)}}{\mathbf{s}(\mathbf{\hat{x}_g},\Delta)^2}
\end{split}
"
2202,1805.12549,"
\begin{split}
    \mathbf{s}(\mathbf{x},\Delta_h,\Delta_l)
    = \theta(\Delta_h-\mathbf{x})\circ\theta(\mathbf{x}-\Delta_l)
    \approx 1-\frac{\tanh{(\epsilon(x-\Delta_h))}-\tanh{(\epsilon(x-\Delta_l))}}{2}.
\end{split}
"
2203,1805.12549,"
\begin{split}
    \mathcal{L}_{S} \mathbf(W) = - ((1-\lambda_{kd}) \sum\mathbf{y_t} \log (\mathbf{P^\kappa_{S}}) + \lambda_{kd} \sum\mathbf{P^\kappa_{T}} \log (\mathbf{P^\kappa_{S}}))
    \end{split}
"
2204,1806.06063,"
p\left(\mat{A}^{(k)} \given \mat{\Sigma}^{(k)}, \mat{D}^{(k)}\right) = \mathcal{MN} \left(\mat{A}^{(k)}; \mat{S}^{(k)}_{x\bar{x}} \left(\mat{S}^{(k)}_{\bar{x}\bar{x}}\right)^{-1}, \mat{\Sigma}^{(k)}, \mat{S}^{(k)}_{\bar{x}\bar{x}}\right)
\label{eq:dynsamp-a}
"
2205,1806.06063," p\left(\mat{\Sigma}^{(k)} \given \mat{D}^{(k)}\right) = \mathrm{IW}\left( N_k + n_0,\ \mat{S}^{(k)}_{x\given\bar{x}} + \mat{S}_0 \right)
\label{eq:dynsamp-sigma}
"
2206,1805.11614," 
\min_{\mathbf{w}} E_{x,y \sim p(x,y)}[l(y,h(x;\mathbf{w}))] 
"
2207,1805.11614," \vspace{-2mm}
    \min_{\mathbf{w}} E_{x,x^\star,y \sim p(x,x^\star,y)} [l(y,h^+(x,x^\star;\mathbf{w}))] 
"
2208,1805.11614,"
    h(x;\mathbf{w}) \equiv E_{x^\star \sim p(x^\star|x)} [h^+(x,x^\star;\mathbf{w})]
    \label{eq:exp} \vspace{-2mm}
"
2209,1805.11614," \vspace{-1mm} \label{eq:our}
h^+(x,x^\star;\mathbf{w}) = h^o(x;\mathbf{w^o}) \odot \mathcal{N}(\mathbf{1}, h^\star(x^\star;\mathbf{w^\star})) %\vspace{-2mm}
"
2210,1805.11614,"
        \mathcal{L} = H(y|z) + \beta I(x,x^\star;z)
    "
2211,1805.11614,"
\begin{aligned}
    I(x^\star,x;z) &= E_{x,x^\star \sim p(x,x^\star)}[KL(p_w(z|x,x^\star) || p_w(z))] \\ \\
    H(y|z) &\simeq E_{x,x^\star,y \sim p}[E_{z\sim p_w(z|x,x^\star)}[-\mbox{log }p_w(y|z)]] 
\end{aligned}
"
2212,1805.11614,"
    KL(p_w(z|x,x^\star) || p_w(z)) \sim \|\log h^\star(x^\star;\mathbf{w^\star})\| .
"
2213,1805.11614,"
    \min_w \frac{1}{n}\sum_{i=1}^n E_{z\sim p_w(z|x,x^\star)} [\mbox{log }p(y_i|z)] + \beta \|\log h^\star(x^\star_i;w^\star)\|
"
2214,1805.11614,"
z_i = \sum_{p} x_{p} \sigma_p(x,w) w_p
"
2215,1805.11614,"
\begin{aligned}
R(A_s) &= E[l(y,h(x;w))] - \frac{1}{n}\sum_i l(y_i,h(x_i;w) \\
&= E[\|h(x;w)-y\|_2^2] - \frac{1}{n} \sum_i \|h(x_i;w) - y_i\|_2^2 \\
&= \sum_{c} \left( w_c^\intercal \left[ E[zz^\intercal] - \frac{1}{n}\sum_i z_i z_i^\intercal \right] w_c \right) \\
&+ 2 \sum_{c} \left( \left[ \frac{1}{m} \sum_{i} y_{i,k} z_i^\intercal - E[y_k z^\intercal] \right] w_c \right) \\
&+ E[y^\intercal y] - \frac{1}{n} \sum_i y_i^\intercal y_i
\end{aligned}
\label{decompose}
"
2216,1805.11614,"
\lambda_{\text{max}} \left(\left[ E[zz^\intercal] -\frac{1}{n}\sum_i z_i z_i^\intercal \right] \right) \leq (\frac{2 \xi}{n} + \frac{2M_z}{3n}) \log \frac{P}{\delta}
"
2217,1805.11614,"
\begin{aligned}
&\sum_{c} \left( w_c^\intercal \left[ E[zz^\intercal] - \frac{1}{n}\sum_i z_i z_i^\intercal \right] w_c \right) \\
&\quad\leq C \left( \max_c \|w_c\|_2^2 \right)   (\frac{2 \xi}{n} + \frac{2M_z}{3n}) \log \frac{P}{\delta} \\
&\quad \leq  \frac{2 C  M_w (3\xi + M_z)}{3n} \log \frac{P}{\delta}
\end{aligned}
\label{bound1}
"
2218,1805.11614,"
\begin{aligned}
&2 \sum_{c} \left( \left[ \frac{1}{n} \sum_{i} y_{i,k} z_i^\intercal - E[y_k z^\intercal] \right] w_c \right) \\ 
&= 2 \sum_{c} \left( \left[ \frac{1}{n} \sum_{i} y_{i,k} z_i^\intercal - E[z^\intercal|y_c=1]\mu_c \right] w_c \right) \\
&\overset{(a)}{=} 2 \sum_c \frac{|n_c|}{n} \left(\frac{1}{|n_c|} \sum_{i \in n_c} z_i^\intercal - E[z^\intercal|y_c =1] \right) w_c \\
&\quad + 2 \sum_c E[z^\intercal w_c|y_c=1] \left( \frac{|n_c|}{n} - \mu_c \right)
\end{aligned}
"
2219,1805.11614,"
\begin{aligned}
&p\left(\left[\frac{1}{|n_c|} \sum_{i \in n_c} z_i^\intercal w_c - E[z^\intercal w_c|y_c =1] \right]>t\right) \\
&\leq \exp(-\frac{n_c t^2}{2 \xi^2 + \frac{2t}{3}}) 
\end{aligned}
"
2220,1805.11614,"
\begin{aligned}
&2 \sum_{c} \left( \left[ \frac{1}{n} \sum_{i} y_{i,k} z_i^\intercal - E[y_k z^\intercal] \right] w_c \right) \\ 
&\leq  \frac{2C (\xi + 1)}{3 n} \log \frac{1}{\delta} + 2 C \epsilon_y
\end{aligned}
\label{bound2}
"
2221,1805.11614,"
KL(p_w(z|x,x^\star)||p_w(z)) \sim \| \log h^\star(x^\star;w^\star)\|
"
2222,1805.11614,"
\begin{aligned}
&KL(p_w(z|x,x^\star)||p_w(z))  \\
&= - E_{p_w(z|x,x^\star)}[\log p_w(z)] + E_{p_w(z|x,x^\star)}[\log p_w(z|x,x^\star) ] \\
\end{aligned}
"
2223,1805.11614,"
E_{p_w(z|x,x^\star)}[\log p_w(z|x,x^\star) ] = \left\|\frac{1}{2}(1 + \log 2\pi h^\star(x^\star;w^\star))\right\|_1
"
2224,1805.11614,"
E_{p_w(z|x,x^\star)}[\log p_w(z)]  = E_{p_w(z|x,x^\star)}[c_1 + c_2 z] = c 
"
2225,1805.11614,"
KL(p_w(z|x,x^\star)||p_w(z)) = \bar{c}\log h^\star(x^\star;w^\star)\| - c
"
2226,1805.11592,"
\label{eq:loss}
L_{tdc}(v, w, y) = -\sum_{j=1}^K y_j\, \log(\hat{y}_j)\qquad\mathrm{with}\,\, \hat{y}=\tau_{tdc}(\phi(v), \phi(w))\,,
"
2227,1805.11592,"
\label{eq:reward}
r_{\mathrm{imitation}} = 
\begin{cases}
0.5 & \text{if} \, \bar\phi(v_\mathrm{agent}) \,\cdot\, \bar\phi(v_\mathrm{checkpoint})  > \alpha \\ %\frac{}{||\bar\phi(v_\mathrm{agent})|| ||\bar\phi(v_\mathrm{checkpoint})||} \\
0.0 & \text{otherwise}
\end{cases}
"
2228,1805.11565,"
  \MMD_k(\PP, \QQ)
  = \sup_{f \,:\, \lVert f \rVert_{\h_k} \le 1}
    \E_{X \sim \PP}[ f(X) ] - \E_{Y \sim \QQ}[ f(Y) ]
  \label{eq:mmd}
,"
2229,1805.11565,"
  \W(\PP, \QQ)
  = \sup_{f \,:\, \norm{f}_\lip \le 1}
    \E_{X \sim \PP}[ f(X) ] - \E_{Y \sim \QQ}[ f(Y) ]
  \label{eq:wasserstein}
."
2230,1805.11565,"
  \optMMD[\Psi](\PP, \QQ) := \sup_{\psi \in \Psi} \MMD_{k_{\psi}}(\PP, \QQ)
  \label{eq:Optimized_MMD}
."
2231,1805.11565,"
  \SMMD_{\mu,k,\lambda}(\PP,\QQ)
  := \sup_{f \,:\, \sigma_{\mu,k,\lambda}^{-1}\Vert f\Vert_{\h}\leq1 }
     \E_{X \sim \PP}\left[ f(X) \right] - \E_{Y \sim \QQ}\left[ f(Y) \right]
   = \sigma_{\mu,k,\lambda} \MMD_k(\PP, \QQ)
  \label{eq:Scaled_MMD}
."
2232,1805.11565,"
     D_x
   = k(x, \cdot) \otimes k(x, \cdot) + \sum_{i=1}^d \partial_i k(x, \cdot) \otimes \partial_i k(x, \cdot)
  \quad
     D_\mu
   = \E_{X \sim \mu} D_X
  \quad
     D_{\mu,\lambda}
   = D_\mu + \lambda I
\label{eq:d-op}
;"
2233,1805.11565,"
   \GCMMD_{\mu,k,\lambda}(\PP, \QQ)
   = \sqrt{\langle\eta, D_{\mu,\lambda}^{-1} \eta \rangle_{\h}}
   \label{eq:GCMMD_operator_form}
 ."
2234,1805.11565,"
  g(X_{m'})
  = \frac{1}{\lambda}\eta(X_{m'})
  - \frac{1}{\lambda M} \sum_{m=1}^{M} \left[
      g(X_{m}) K_{m,m'} %
      + \sum_{i=1}^{d} \partial_{i} g(X_{m}) \, G_{(m, i), m'} %
    \right]
  \label{eq:system_g}
."
2235,1805.11565,"
  \partial_{j}g(X_{m'})
  = \frac{1}{\lambda} \partial_{j} \eta(X_{m'})
  - \frac{1}{\lambda M} \sum_{m=1}^{M} \left[
      g(X_{m}) G_{(m', j), m}  %
      + \sum_{i=1}^{d} \partial_{i} g(X_{m}) H_{(m,i), (m', j)} %
  \right]
  \label{eq:system_grad_g}
."
2236,1805.11565,"
\sigma_{l}(x)= \sigma(x)=\begin{cases}
x & x>0\\
\alpha x & x\leq0
\end{cases}
\qquad \text{ for } l>0
\label{eq:lReLU}
."
2237,1805.11565,"
  h_\psi^l(X)
  = \underbar{W}^l_X X + \underbar{b}^l_X
\label{eq:hl-affine}
,"
